age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[30-36); Federal-gov; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Federal-gov; Assoc-voc; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; 10th; Divorced; Prof-specialty; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Some-college; Divorced; Protective-serv; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Transport-moving; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[36-44); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Masters; Divorced; Exec-managerial; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); Ecuador; <=50K
[30-36); Private; Bachelors; Never-married; Adm-clerical; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; HS-grad; Never-married; Machine-op-inspct; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Self-emp-not-inc; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; 5th-6th; Divorced; Priv-house-serv; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); State-gov; HS-grad; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; Some-college; Divorced; Transport-moving; Own-child; White; Male;[3120-4244);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[24-28); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Sales; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Some-college; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; 9th; Divorced; Craft-repair; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[50-inf); Japan; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; HS-grad; Never-married; Machine-op-inspct; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; Some-college; Never-married; Sales; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-inc; HS-grad; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Private; Assoc-voc; Widowed; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; Amer-Indian-Eskimo; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; HS-grad; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Assoc-acdm; Separated; Craft-repair; Unmarried; Asian-Pac-Islander; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Adm-clerical; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Never-married; Machine-op-inspct; Unmarried; Amer-Indian-Eskimo; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-acdm; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; HS-grad; Never-married; Transport-moving; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 1st-4th; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Federal-gov; HS-grad; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; 1st-4th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Private; Assoc-voc; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Assoc-voc; Married-civ-spouse; Tech-support; Husband; Black; Male;[-inf-57);[-inf-1552);[35-40); Jamaica; <=50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Local-gov; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; Assoc-voc; Separated; Priv-house-serv; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[62-inf); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Private; Prof-school; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[36-44); Federal-gov; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Assoc-acdm; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Self-emp-inc; Prof-school; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; 10th; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Yugoslavia; <=50K
[30-36); Private; HS-grad; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 1st-4th; Married-civ-spouse; Other-service; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); England; <=50K
[44-62); Private; 11th; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[28-30); Private; HS-grad; Never-married; Handlers-cleaners; Other-relative; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Some-college; Never-married; Handlers-cleaners; Own-child; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Transport-moving; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[22-24); Private; Some-college; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Local-gov; Assoc-voc; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Self-emp-not-inc; HS-grad; Divorced; Exec-managerial; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Sales; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 9th; Never-married; Farming-fishing; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Private; HS-grad; Divorced; Machine-op-inspct; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 1st-4th; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); Mexico; <=50K
[36-44); Private; 11th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[28-30); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1882-1923);[50-inf); United-States; >50K
[44-62); Self-emp-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Some-college; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[3048-3120);[-inf-1552);[40-42); United-States; >50K
[36-44); Local-gov; 7th-8th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Bachelors; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; Bachelors; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); France; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[36-44); Local-gov; Bachelors; Divorced; Exec-managerial; Unmarried; White; Male;[-inf-57);[-inf-1552);[42-50); Germany; <=50K
[44-62); Self-emp-not-inc; Some-college; Never-married; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-not-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; 7th-8th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 11th; Separated; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Bachelors; Never-married; Exec-managerial; Own-child; White; Male;[57-3048);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Other-service; Own-child; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Other-service; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Self-emp-not-inc; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; 12th; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; Assoc-voc; Widowed; Tech-support; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); State-gov; Masters; Married-civ-spouse; Exec-managerial; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); Jamaica; <=50K
[30-36); Self-emp-not-inc; Assoc-voc; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Other-service; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[62-inf); Private; Masters; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; HS-grad; Never-married; Craft-repair; Not-in-family; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[50-inf); South; <=50K
[36-44); Private; Assoc-acdm; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Adm-clerical; Wife; White; Female;[-inf-57);[1979-2162);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Divorced; Exec-managerial; Unmarried; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Self-emp-inc; Bachelors; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; HS-grad; Separated; Farming-fishing; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); State-gov; Assoc-voc; Never-married; Exec-managerial; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Some-college; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Not-in-family; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Separated; Other-service; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Local-gov; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Germany; <=50K
